word_uk,value,len,word_en
рейс,102,4,flight
родина,102,6,family
розлучення,102,10,divorce
спас,102,4,salvation
трошки,102,6,a little bit
деякий,101,6,certain
дивний,101,6,strange
допомагати,101,10,help
подякувати,101,10,thank
сильніше,101,8,stronger
товар,101,5,goods
вірус,100,5,virus
даний,100,5,present
звичайний,100,9,usual
пал,100,3,fire
порно,100,5,porn
привіз,100,6,brought
учора,100,5,yesterday
бомба,99,5,bomb
жене,99,4,drives
зато,99,4,but
кількох,99,7,several
країна,99,6,country
майстер,99,7,master
мимо,99,4,by
надалі,99,6,in the future
начало,99,6,beginning
столик,99,6,table
управління,99,10,management
власний,98,7,own
долі,98,4,fate
запис,98,5,record
кордон,98,6,border
чотирьох,98,8,four
джерело,97,7,source
допоки,97,6,until
живо,97,4,live
зустріти,97,8,to meet
менш,97,4,less
рівно,97,5,exactly
уникнути,97,8,to avoid
фургон,97,6,van
шановний,97,8,respected
вагітна,96,7,pregnant
відомий,96,7,known
відчувати,96,9,feel
завод,96,5,plant
лице,96,4,face
офіцер,96,6,officer
певний,96,6,certain
перейти,96,7,to go
свято,96,5,holiday
ящик,96,4,box
встати,95,6,to stand up
здатний,95,7,capable
здрастуйте,95,10,hello
окуляри,95,7,glasses
склад,95,5,composition
чомусь,95,6,for some reason
визнати,94,7,to admit
вирок,94,5,sentence
зона,94,4,zone
людство,94,7,humanity
постріл,94,7,shot
приїхати,94,8,to arrive
різдво,94,6,Christmas
служба,94,6,service
темна,94,5,dark
трясця,94,6,shaker
чортів,94,6,damn
бензин,93,6,gasoline
вибратися,93,9,to get out
відпочити,93,9,to rest
вік,93,3,age
ги,93,2,gy
досвід,93,6,experience
знайомий,93,8,familiar
керівник,93,8,head
коїться,93,7,is happening
призначення,93,11,appointment
рана,93,4,wound
сильний,93,7,strong
сценарій,93,8,scenario
теорія,93,6,theory
увечері,93,7,in the evening
усьому,93,6,everything
хліб,93,4,bread
брехун,92,6,liar
дзеркало,92,8,mirror
заново,92,6,newly
зібрати,92,7,to collect
існування,92,9,existence
крутий,92,6,steep
операція,92,8,operation
повз,92,4,past
полковник,92,9,colonel
понад,92,5,over
попередження,92,12,warning
привид,92,6,ghost
тепло,92,5,warm
футбол,92,6,football
будьмо,91,6,Cheers
володар,91,7,ruler
дякувати,91,8,thank
закрити,91,7,close
звільнення,91,10,release
казалось,91,8,seemed
небеса,91,6,heaven
ненадовго,91,9,not for long
оператор,91,8,operator
поблизу,91,7,near
по-моєму,91,8,in my opinion
почекати,91,8,wait for
рик,91,3,roaring
рок,91,3,rock
самогубство,91,11,suicide
сонечко,91,7,ladybug
талант,91,6,talent
виграти,90,7,win
відношення,90,10,relation
всякий,90,6,any
грей,90,4,gray
звіт,90,4,report
карта,90,5,map
навчитися,90,9,to learn
найгірше,90,8,worst
редактор,90,8,editor
тема,90,4,topic
хід,90,3,course
бой,89,3,boy
відправити,89,10,send
дітям,89,5,to children
заклад,89,6,institution
міст,89,4,bridge
надовго,89,7,for a long time
начхати,89,7,sneeze
обладнання,89,10,equipment
помреш,89,6,you will die
прочитати,89,9,read
рай,89,3,paradise
хаос,89,4,chaos
глава,88,5,chapter
дихання,88,7,breath
зал,88,3,hall
любити,88,6,love
міністр,88,7,minister
можливе,88,7,possible
образ,88,5,image
приймати,88,8,accept
служити,88,7,serve
столі,88,5,tables
чудесно,88,7,wonderful
адреса,87,6,address
безпечно,87,8,safely
довкола,87,7,around
заснути,87,7,fall asleep
злочин,87,6,crime
класний,87,7,class
кошмар,87,6,nightmare
людях,87,5,people
обидві,87,6,both
паспорт,87,7,passport
півгодини,87,9,half an hour
попередити,87,10,to warn
розуміти,87,8,understand
співати,87,7,sing
тара,87,4,container
тікати,87,6,flee
жахливий,86,8,horrible
квиток,86,6,ticket
кулі,86,4,bullets
представити,86,11,to present
темно,86,5,dark
фу,86,2,fu
хе,86,2,heh
автомобіль,85,10,car
боли,85,4,pain
відкриття,85,9,discovery
глянути,85,7,look
довбаний,85,8,fucking
жарко,85,5,hot
загалом,85,7,in general
зайнятися,85,9,to do something
кусок,85,5,piece
маршал,85,6,marshal
понеділок,85,9,Monday
посеред,85,7,among
процес,85,6,process
старик,85,6,old man
схід,85,4,East
щастить,85,7,lucky
вирішувати,84,10,solve
двигун,84,6,engine
ззаду,84,5,behind
мамочка,84,7,mommy
начебто,84,7,apparently
нижче,84,5,lower
пил,84,3,dust
позбутися,84,9,get rid of
простіше,84,8,easier
торт,84,4,pie
братів,83,6,brothers
виглядати,83,9,to look
глибше,83,6,deeper
дивовижно,83,9,surprisingly
драконів,83,8,dragons
запросити,83,9,invite
заробити,83,8,to earn
зате,83,4,but
зручно,83,6,easy
крик,83,4,cry
купер,83,5,cooper
носити,83,6,wear
пісок,83,5,sand
планета,83,7,planet
помремо,83,7,let's die
пояснення,83,9,explanation
простір,83,7,space
союз,83,4,union
театр,83,5,theater
тиск,83,4,pressure
угода,83,5,agreement
удома,83,5,at home
флот,83,4,fleet
щоби,83,4,so that
дю,82,2,du
їздити,82,6,ride
казино,82,6,casino
мистецтво,82,9,art
направо,82,7,right
ордер,82,5,warrant
просити,82,7,ask
розповідати,82,11,tell
тупий,82,5,dull
фе,82,2,fe
хороше,82,6,good
ціль,82,4,target
взуття,81,6,footwear
відпустити,81,10,release
відтепер,81,8,from now on
зав,81,3,head
йдеться,81,7,it is said
літо,81,4,summer
океан,81,5,ocean
пальто,81,6,coat
район,81,5,area
форма,81,5,form
алкоголь,80,8,alcohol
альфа,80,5,alpha
бідний,80,6,poor
вдень,80,5,during the day
виконати,80,8,perform
джин,80,4,gin
загін,80,5,squad
згодом,80,6,subsequently
злий,80,4,evil
назовні,80,7,outside
нізащо,80,6,no way
обмін,80,5,exchange
період,80,6,period
поглянути,80,9,to look
потяг,80,5,train
сад,80,3,garden
семи,80,4,seven
сліпий,80,6,blind
тітка,80,5,aunt
тренер,80,6,coach
тяжко,80,5,heavily
відповідати,79,11,answer
відчути,79,7,to feel
звинувачення,79,12,accusation
звонки,79,6,calls
змушений,79,8,forced
знання,79,6,knowledge
кава,79,4,coffee
капелюх,79,7,hat
літати,79,6,fly
навчити,79,7,to teach
нагору,79,6,above
незважаючи,79,10,despite
нм,79,2,nm
особисте,79,8,personal
переконати,79,10,convince
полювання,79,9,hunting
стосовно,79,8,concerning
характер,79,8,nature
білі,78,4,white
відстань,78,8,distance
вільно,78,6,free
гаряче,78,6,hot
збори,78,5,meeting
канал,78,5,channel
командир,78,8,commander
настрій,78,7,mood
нещодавно,78,9,newly
подібно,78,7,similarly
покоління,78,9,generation
принцеса,78,8,princess
символ,78,6,symbol
ціна,78,4,price
борг,77,4,debt
відвезти,77,8,to take away
віра,77,4,faith
готувати,77,8,prepare
згода,77,5,consent
зупинитися,77,10,to stop
картина,77,7,picture
км,77,2,km
мартин,77,6,halcyon
певен,77,5,certain
по-іншому,77,9,differently
порох,77,5,powder
пульс,77,5,pulse
серія,77,5,series
так-так,77,7,yes-yes
температура,77,11,temperature
триматися,77,9,to hold on
увійти,77,6,enter
число,77,5,numeric
шторм,77,5,storm
безглуздо,76,9,pointless
бюро,76,4,bureau
виходити,76,8,go out
міцно,76,5,firmly
пас,76,3,pass
погода,76,6,weather
словом,76,6,in a word
тім,76,3,that
якомога,76,7,as possible
ангел,75,5,angel
власність,75,9,property
влаштувати,75,10,to arrange
водій,75,5,driver
гордон,75,6,Gordon
грошима,75,7,with money
дно,75,3,bottom
додати,75,6,add
партія,75,6,party
порушення,75,9,violation
ризик,75,5,risk
рівня,75,5,equal
розмір,75,6,size
рядовий,75,7,ordinary
синій,75,5,blue
табір,75,5,camp
таємниця,75,8,secrecy
тварина,75,7,animal
успіх,75,5,success
храм,75,4,temple
власник,74,7,owner
вхід,74,4,Exit
запрошення,74,10,invitation
коханий,74,7,beloved
найбільший,74,10,most
намір,74,5,intention
плакати,74,7,cry
похорон,74,7,funeral
продюсер,74,8,producer
скло,74,4,glass
століття,74,8,century
чистий,74,6,clean
база,73,4,base
віскі,73,5,whiskey
диск,73,4,disc
замужем,73,7,married
збіг,73,4,coincidence
зранку,73,6,in the morning
кіт,73,3,cat
конкретно,73,9,specifically
корова,73,6,cow
лікування,73,9,treatment
максимум,73,8,maximum
маячня,73,6,lighthouse
ні-ні,73,5,no-no
нормальний,73,10,normal
підійти,73,7,to approach
підписати,73,9,sign
побути,73,6,stay
свідомість,73,10,consciousness
хрест,73,5,cross
шоколад,73,7,chocolate
акт,72,3,act
братан,72,6,bro
втрачати,72,8,lose
вчитися,72,7,to study
грудь,72,5,breast
клятий,72,6,cursed
медсестра,72,9,nurse
мрія,72,4,dream
назва,72,5,name
оголошення,72,10,advertisement
однаково,72,8,equally
одружений,72,9,married
поміж,72,5,among
послання,72,8,letter
по-справжньому,72,14,truly
по-твоєму,72,9,in your opinion
приходити,72,9,come
проповідник,72,11,preacher
радість,72,7,joy
роками,72,6,for years
спроба,72,6,attempt
тон,72,3,tone
художник,72,8,artist
ціле,72,4,whole
шкіра,72,5,skin
боягуз,71,6,coward
високо,71,6,high
герб,71,4,coat of arms
доказ,71,5,evidence
журнал,71,6,magazine
замовлення,71,10,order
зелений,71,7,green
навіки,71,6,forever
описати,71,7,describe
поворот,71,7,turn
пристрій,71,8,device
свиня,71,5,pig
скучно,71,6,boring
терпіння,71,8,patience
